Label,Description
Expanding West,Major League Soccers two expansion teams Real Salt Lake Club Deportivo Chivas USA join Western Conference 2005 season
Pacers Activate Foster Injured List AP,AP Indiana Pacers activated center Jeff Foster injured list Tuesday
Microsoft finalises threeyear government deal,Hot heels 10year strategic partnership London Borough Newham Microsoft close signing new broad threeyear public sector agreement government
Airlines Agree Cut Flights Chicago OHare,CHICAGO Reuters US airlines agreed limit flights Chicagos OHare International Airport 88 arrivals per hour 7 8 pm effort cut congestion slowed whole US aviation system federal officials said Wednesday
Russia ready contribute settlement South Ossetia conflict Putin,MOSCOW Aug 18 Xinhuanet Russian President Vladimir Putin said Wednesday Russia ready contribute settlement conflict Georgia separatist province South Ossetia
NASA confident debris solution,Six months NASA plans return shuttle space officials think 39ve essentially solved problem doomed Columbia 2003 debris coming fuel
Burundi Police Forcibly Disperse Tutsi Protest,Police Burundi 39s capital Bujumbura used tear gas break demonstration Wednesday held protest massacre Congolese Tutsi refugees
Veterans Committee counts little,Hall Fame released latest Veterans Committee ballot yesterday might might remember 39s nearly new committee town
Drive maker files counterclaims patent suit,Cornice blasts Seagates suit patents tiny hard drives used portable gadgets
HP moves network scanning software beta,CHICAGO HewlettPackardHP moved Active Counter Measures network security software beta tests select group European North American customers hopes readying product 2005 release HP executive said HP World conference Chicago Wednesday
Martin announces major overhaul key staff Prime Ministers Office Canadian Press,Canadian Press OTTAWA CP Paul Martin announced major overhaul senior staff Wednesday several close confidants one excabinet minister handed major roles Prime Ministers Office postelection shakeup
Kerry assails Bush troop withdrawal plan AFP,AFP Democratic White House hopeful Senator John Kerry warned President George W Bushs plan withdraw 70000 troops Europe Asia would hinder war terrorism embolden North Korea
Iraq cleric end Najaf revolt,Shia cleric Moqtada Sadr reportedly agrees end uprising holy Iraqi city Najaf
Medtronic Quarterly Earnings Rise,CHICAGO Reuters Medtronic Inc ltA HREFhttpwwwinvestorreuterscomFullQuoteaspxtickerMDTN targetstocksquickinfofullquotegtMDTNltAgt Wednesday said quarterly earnings rose amid brisk demand devices manage irregular heart beats products used treat spine
Airlines Agree Cuts OHare,Federal officials today announced plans temporarily cut 37 flights operating Chicagos OHare International Airport help reduce delay problems ripple across country
Stock Prices Climb Ahead Google IPO,NEW YORK Investors shrugged rising crude futures Wednesday capture wellpriced shares sending Nasdaq composite index 16 percent ahead Google Incs muchanticipated initial public offering stock afternoon trading Dow Jones industrial average gained 6710 07 percent 1003993
Today Athens,Leontien Zijlaardvan Moorsel Netherlands wipes tear winning gold medal women 39s road cycling individual time trial Vouliagmeni Olympic Centre Athens Wednesday
Medtronic Quarterly Net,CHICAGO Reuters Medtronic Inc ltA HREFhttpwwwinvestorreuterscomFullQuoteaspxtickerMDTN targetstocksquickinfofullquotegtMDTNltAgt Wednesday said quarterly earnings rose brisk demand devices manage irregular heart beats products used treat spine
Greek sprinters quit Games,ATHENS Reuters Greece 39s top two sprinters quit Olympic Games submitting country six days embarrassment hideandseek contest antidoping enforcers
Strong Family Equals Strong Education,Single mothers poverty big factors school performance HealthDayNews American teenagers live poor single mothers likely get trouble school poor marks less likely think theyll go college says Rice University study Holly Heard assistant professor sociology analyzed data thousands teens took part National Longitudinal Study Adolescent Health
NetRatings survey shows broadband users majority US,AUGUST 18 2004 IDG NEWS SERVICE majority US home Internet users broadband according survey NetRatings Inc
Stunt pilots save sun dust,PROMISES scene worthy science fiction spectacular space probe carrying primordial material scooped outer space starts plunge towards planet strike helicopter flown Hollywood stunt
US Forces Kill 50 Sadr Militia Baghdad Suburb,BAGHDAD Reuters US forces killed 50 Shiite militiamen Wednesday significant advance Baghdad suburb powerbase radical cleric Moqtada alSadr military said
Owners Seek Best Ballpark Deal Expos AP,AP Trying get best possible ballpark deal Montreal Expos major league baseball instructed lawyers press ahead negotiations involving four areas bidding team
Crowd Inspires Greek Beach Volleyballers US Duo Ousted,ATHENS Reuters roaring crowd helped inspire Greeces top womens beach volleyball team trounce China Wednesday reach next round
Boro Captain Warns Duo 39s Threat,Gareth Southgate warned Barclays Premiership defences wary Middlesbroughs backtoform strikers Mark Viduka Jimmy Floyd Hasselbaink
Intuit Posts Wider Loss Charge Reuters,Reuters Intuit Inc INTUO maker ofthe 1 US tax presentation software TurboTax Wednesdayposted wider quarterly loss taking goodwillimpairment charge seasonally weaker fourth quarter
Hamilton Wins Cycling Time Trial Event,THENS Aug 18 Tyler Hamilton bruises splotched back painful souvenirs Tour de France gone terribly wrong
Alaska Wildfires Grow Record 5 Million Acres Reuters,Reuters Wildfires scorched over5 million acres Alaska Tuesday forestry officialssaid new record signals possible changes climateconditions composition vast forests
Britain 39s Olympic medal total takes sudden turn better,Great Britain 39s performances Olympic Games made dramatic unexpected improvement yesterday silver three bronze medals also guaranteed least silver medal badminton 39s mixed doubles
Putin faults Georgia 3990s tactics 2 regions,TBILISI Georgia separatist conflicts Georgia resulted quotfoolish quot move Georgia strip South Ossetia Abkhazia autonomous status Soviet collapse President Vladimir Putin Russia quoted saying
Avalanche Sign Damphousse OneYear Deal AP,AP Colorado Avalanche prepared potential loss several key frontline players signing former San Jose Sharks captain Vincent Damphousse oneyear 362 million contract Wednesday
Government gives partial clearance Bangla tour,Government today gave partial goahead Indian cricket team 39s tour Bangladesh first Test match beginning Thursday security delegation go Chittagong venue make assessment threat perception
Viduka Brace Helps Boro Win,spell without scoring Mark Viduka grabbed two goals Middlesbrough beat Manchester City 32 Boro went ahead Viduka took Stewart Downings pass brought sweetly control chipped onrushing City keeper David James
Hurricane center 39s projection Charley far data show,FORT LAUDERDALE Fla KRT Despite criticism better anticipated Hurricane Charley 39s rapid intensification quick turn National Hurricane Center 39s forecast 39t far preliminary postmortem shows
UPDATE 1J ampJ talks buy Guidant sources,Health care consumer products maker Johnson amp Johnson JNJN Quote Profile Research negotiations acquire medicaldevice maker Guidant Corp
AMP shrugs British debacle,Australian insurer AMP returned black first half year net profits A378m 150m disastrous foray Britain pushed A216 billion red last year
Lloyds TSB cashes VoIP,Lloyds TSB gearing roll one largest converged networks Europe 500m 70000 phone VoIP infrastructure linking bank 39s branches cash points
British athletics appoint psychologist 2008 Olympics,British athletics chiefs appointed sports psychologist David Collins Performance Director produce medal winners 2008 Beijing Olympics
Olympic Daily Preview Thursday August 19,Athens Greece Sports Network Wednesday night Paul Hamm 39s turn shine United States gold medal men 39s allaround competition Thursday produce sweep US Olympics
Arafat urges reforms rectify 39mistakes 39,YASSER Arafat Palestinian president made rare acknowledgement mistakes rule yesterday urged reforms end corruption
Selling Houston Warts Especially Warts,Descriptions urban afflictions images giant mosquitoes cockroaches convey sense Houston nevertheless beloved many residents
Brazil beats Haiti goodwill soccer game,boys Brazil beat Haiti 39s national soccer team Wednesday friendly goodwill game 60 game brainchild Brazilian President Luiz Inacio Lula da Silva hand Haitian capital historical match
Credit Suisse merge CSFB unit parent,Credit Suisse Group announced plans merge Credit Suisse First Boston Securities unit rest company 39s operations cut many 300 jobs
